Show_id,Title,Description,Director,Type,Cast,Country,Release Date,Rating,Duration,Category,Date Added
s3154,Molang,"An imaginative, big-hearted bunny and his friend, a shy chick, explore the everyday joys of their pastel-colored world.",,Kids' TV,Bruno Guéraçague,France,2015,TV-Y,1 Season,TV Show,
s3155,Mom,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",Ravi Udyawar,"Dramas, International Movies, Thrillers","Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma",India,2017,TV-14,139 min,Movie,"August 21, 2018"
s3156,Mommy Issues,Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,Jose Javier Reyes,"Comedies, Dramas, International Movies","Pokwang, Sue Ramirez, Jerome Ponce, Ryan Bang, Gloria Diaz",,2021,TV-MA,90 min,Movie,"June 30, 2021"
s3157,Moms at War,"Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.",Omoni Oboli,"Comedies, Dramas, International Movies","Omoni Oboli, Funke Akindele, Yul Edochie, Abayomi Alvin, Adebukola Oladipupo, Sharon Ooja, Eucharia Anunobi, Harriet Akinola, Michelle Dede",Nigeria,2018,TV-14,92 min,Movie,"April 13, 2020"
s3158,Monarca,"After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.",,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides, Rosa María Bianchi, Antonio de la Vega, Luis Rábago, Sophie Gómez, James Hyde, Carla Adell, Regina Pavón, Dalí González, Alejandro de Hoyos Parera, José Manuel Rincón, Daniela Schmidt, Gabriela de la Garza",Mexico,2021,TV-MA,2 Seasons,TV Show,"January 1, 2021"
s3159,Money Heist: The Phenomenon,"A documentary on why and how ""Money Heist"" sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.","Pablo Lejarreta, Luis Alfaro","Documentaries, International Movies",,Spain,2020,TV-MA,57 min,Movie,"April 3, 2020"
s3160,Money Trap,"When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",Yılmaz Erdoğan,"Comedies, Dramas, International Movies","Yılmaz Erdoğan, Kıvanç Tatlıtuğ, Ezgi Mola, Bensu Soral, Rıza Kocaoğlu, Okan Çabalar, Güven Kıraç, Ahmet Mümtaz Taylan",Turkey,2019,TV-MA,122 min,Movie,"April 26, 2019"
s3161,"Money, Explained","We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans.",,Docuseries,,United States,2021,TV-14,1 Season,TV Show,
s3162,MONKART,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,,"Kids' TV, Korean TV Shows","Kim Jae-ha, Kwon Ji-hye, Lee Bo-hee, Um Sang-hyun, Jung Yoon-jung, Kim Bo-min, Hong So-young, Hong Bum-ki, Ahn Jang-hyuk",,2017,TV-Y7,1 Season,TV Show,
s3163,Monkey Twins,"Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",,"Crime TV Shows, International TV Shows, TV Action & Adventure","Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang",Thailand,2018,TV-MA,1 Season,TV Show,
s3164,Monsoon,A reflective man must come to terms with his forced displacement from Vietnam when he returns to his birthplace to spread his parents' ashes.,Hong Khaou,"Dramas, Independent Movies, LGBTQ Movies","Henry Golding, Parker Sawyers, Molly Harris, David Tran",United Kingdom,2020,TV-MA,85 min,Movie,"February 13, 2021"
s3165,Monster,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,Anthony Mandler,Dramas,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,2021,TV-MA,99 min,Movie,"May 7, 2021"
s3166,Monster High: Electrified,"Clawdeen wants to turn an abandoned power station into a salon for monsters and ""normies"" alike. But Moanica's got a shocking plan to ruin everything.",Avgousta Zourelidi,Movies,"Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Jonquil Goode, Travis Dresden, Evan Smith, Michael Sorich, Sara Cravens",,2017,TV-Y,72 min,Movie,"February 15, 2020"
s3167,Monster House,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",Gil Kenan,"Children & Family Movies, Comedies","Mitchel Musso, Sam Lerner, Spencer Locke, Steve Buscemi, Kathleen Turner, Jason Lee, Jon Heder, Maggie Gyllenhaal, Catherine O'Hara, Fred Willard, Nick Cannon, Kevin James",United States,2006,PG,91 min,Movie,"December 1, 2020"
s3168,Monster Island,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges.",Leopoldo Aguilar,Children & Family Movies,"Joey Camen, Fiona Hardingham, Johnny Rose, Katie Leigh, Roger L. Jackson, Wally Wingert, Phillip Vasquez","India, Mexico",2017,TV-Y7,81 min,Movie,"December 1, 2017"
s3169,Monster Run,"Jimo, an outcast who can see monsters, teams up with a monster hunter to fight evil forces and soon discovers her greater calling.",Henri Wong,"Action & Adventure, International Movies","Shawn Yue, Jessie Li, Kara Wai, Tu Men, Qiao Shan, Wang Yutian, Yang Di, Wang Zhener",China,2020,TV-14,104 min,Movie,"February 7, 2021"
s3170,Monsters vs. Aliens,"After Susan Murphy is struck by a meteor and grows to be 50 feet tall, she's captured by the government and shuttled to a secret compound.","Rob Letterman, Conrad Vernon","Children & Family Movies, Comedies, Sci-Fi & Fantasy","Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland, Rainn Wilson, Stephen Colbert, Paul Rudd",United States,2009,PG,96 min,Movie,"June 2, 2021"
s3171,Monsters: Dark Continent,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.,Tom Green,"Action & Adventure, Dramas, Independent Movies","Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller, Nicholas Pinnock, Parker Sawyers, Philip Arditti, Sofia Boutella",United Kingdom,2014,R,119 min,Movie,"January 10, 2020"
s3172,Monthly Girls' Nozaki Kun,Art imitates life when Chiyo discovers her crush is a famous artist who wants to use their budding relationship as inspiration for his romantic manga.,,"Anime Series, Romantic TV Shows","Yuichi Nakamura, Ari Ozawa, Nobuhiko Okamoto, Yuki Ono, Ryohei Kimura, Mai Nakahara, Miyuki Sawashiro, Mamoru Miyano, Marie Miyake, Ayako Kawasumi, Kenta Miyake, Daisuke Ono",Japan,2014,TV-PG,1 Season,TV Show,
s3173,Monty Python and the Holy Grail,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,"Terry Gilliam, Terry Jones","Action & Adventure, Classic Movies, Comedies","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",United Kingdom,1975,PG,92 min,Movie,"January 2, 2019"
s3174,Monty Python Best Bits (mostly),"Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.",,"British TV Shows, Docuseries, TV Comedies","Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,2014,TV-MA,1 Season,TV Show,
s3175,Monty Python Conquers America,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.,Will Yapp,Documentaries,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",,2008,TV-MA,55 min,Movie,"October 2, 2018"
s3176,"Monty Python Live (Mostly): One Down, Five to Go","Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",Eric Idle,Comedies,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,2014,TV-MA,137 min,Movie,"October 2, 2018"
s3177,Monty Python: Before the Flying Circus,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",Will Yapp,"Comedies, Documentaries","Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",United Kingdom,2000,TV-MA,56 min,Movie,"October 2, 2018"
s3178,Monty Python: Live at Aspen,The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.,,"Comedies, Documentaries","Robert Klein, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Graham Chapman, Eddie Izzard",United States,1998,TV-MA,58 min,Movie,"October 2, 2018"
s3179,Monty Python: Live at The Hollywood Bowl,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""","Terry Hughes, Ian MacNaughton",Comedies,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland",United Kingdom,1982,R,80 min,Movie,"October 2, 2018"
s3180,Monty Python: The Meaning of Live,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.","Roger Graef, James Rogan",Documentaries,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking",United Kingdom,2014,TV-MA,94 min,Movie,"October 2, 2018"
s3181,Monty Python's Almost the Truth,"The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",,"British TV Shows, Docuseries","Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",United Kingdom,2009,TV-MA,1 Season,TV Show,
s3182,Monty Python's Fliegender Zirkus,"The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.",,"International TV Shows, TV Comedies","Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth","United Kingdom, West Germany",1972,TV-MA,1 Season,TV Show,
s3183,Monty Python's Flying Circus,"The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing.",,"British TV Shows, Classic & Cult TV, International TV Shows","John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam",United Kingdom,1974,TV-14,4 Seasons,TV Show,"October 2, 2018"
s3184,Monty Python's Life of Brian,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",Terry Jones,"Classic Movies, Comedies, Cult Movies","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",United Kingdom,1979,R,94 min,Movie,"October 2, 2018"
s3185,Monty Python's Personal Best,Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,,"British TV Shows, TV Comedies","John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle","United States, United Kingdom",2005,TV-MA,1 Season,TV Show,
s3186,Monzón: A Knockout Blow,"This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz.",,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Jorge Román, Mauricio Paniagua, Carla Quevedo, Paloma Ker, Soledad Silveyra, Diego Cremonesi, Florencia Raggi, Gustavo Garzón, Yayo Guridi, Fabián Arenillas, Nacho Gadano, Belén Chavanne",Argentina,2018,TV-MA,1 Season,TV Show,
s3187,More to Say,"After her son dies in an accident, a legal consultant is forced to prove her innocence when she's accused of his murder.",,"International TV Shows, TV Dramas, TV Mysteries","Yousra, Naglaa Badr, Sherine Reda, Ahmed Hatem, Hesham Selim, Ingi Abou Zeid, Farouk El Fishawy, Mahmoud Fares, Tayam Amar, Heba Abdelaziz, Heba Abdelghany, Mariam El Khosht",Egypt,2018,TV-14,1 Season,TV Show,
s3188,Morphle,"Little Mila turns playtime into a series of fun and educational adventures with her magical pet Morphle, who transforms into anything she dreams up!",,"British TV Shows, Kids' TV",,Netherlands,2020,TV-Y,2 Seasons,TV Show,"December 17, 2020"
s3189,Mortal Kombat,Three fighters travel to the mystical realm of Outworld to test their might in a tournament against an evil demon with plans to take over the world.,Paul W.S. Anderson,"Action & Adventure, Sci-Fi & Fantasy","Christophe Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke",United States,1995,PG-13,101 min,Movie,"July 1, 2021"
s3190,Mortel,"After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder.",,"Crime TV Shows, International TV Shows, TV Dramas","Carl Malapa, Nemo Schiffman, Manon Bresch, Corentin Fila, Anaïs Thomas, Firmine Richard, Raphaëlle Agogué, Marvin Dubart, Léa Léviant, Assa Sylla, Stéphane Brel",France,2019,TV-MA,2 Seasons,TV Show,"July 2, 2021"
s3191,Moshe Kasher: Live in Oakland,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.,Jay Chapman,Stand-Up Comedy,Moshe Kasher,United States,2012,TV-MA,61 min,Movie,"January 1, 2019"
s3192,Mosquita y Mari,"Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners.",Aurora Guerrero,"Dramas, Independent Movies, LGBTQ Movies","Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",United States,2012,TV-14,85 min,Movie,"June 2, 2021"
s3193,Mossad 101,"Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.",,"International TV Shows, TV Action & Adventure, TV Dramas","Yehuda Levi, Yehoram Gaon, Shai Avivi, Liron Vaisman, Aki Avni, Itay Tiran, Hana Laszlo",Israel,2017,TV-MA,2 Seasons,TV Show,"July 11, 2018"
s3194,Most Beautiful Thing,"A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club.",,"International TV Shows, Romantic TV Shows, TV Dramas","Maria Casadevall, Pathy Dejesus, Fernanda Vasconcellos, Mel Lisboa, Leandro Lima, Ícaro Silva, Gustavo Vaz, Alexandre Cioletti, Gustavo Machado",Brazil,2020,TV-MA,2 Seasons,TV Show,"June 19, 2020"
s3195,Mostly Sunny,"Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star.",Dilip Mehta,"Documentaries, International Movies",Sunny Leone,Canada,2016,TV-MA,83 min,Movie,"May 1, 2017"
s3196,Mosul,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul.",Matthew Michael Carnahan,"Action & Adventure, Dramas, International Movies","Suhail Dabbach, Adam Bessa, Is'haq Elias, Qutaiba Abdelhaq, Ahmad El Ghanem, Hicham Ouarqa, Mohimen Mahbuba, Thaer Al-Shayei, Abdellah Bensaid, Faycal Attougui, Mohamed Attougui, Tarik Belmekki, Hayat Kamille, Seema Al Khalidi, Waleed Algadi",United States,2020,TV-MA,103 min,Movie,"November 26, 2020"
